ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,Description,gif file names,video files
484,Hip Raise (bent knee),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae","1. Lie on your back with your knees bent and feet flat on the ground.

2. Place your arms relaxed by your sides, palms facing down.

3. Engage your core and glutes by squeezing them tightly.

4. Raise your hips off the ground by pushing through your heels, maintaining a straight line from your knees to your shoulders.

5. Pause for a second at the top, squeezing your glutes, and then slowly lower your hips back down to the starting position.

6. Repeat the exercise according to your desired repetitions.

You got this! Remember to keep your core and glutes engaged throughout the movement for maximum effectiveness. Well done!",04841301-Hip-Raise-(bent-knee)_waist_180.webp,04841201-Hip-Raise-(bent-knee)_waist.mp4
488,Hyperextension (on bench),Strength,Waist,Body weight,Male,Erector Spinae,"Gluteus Maximus, Hamstrings","1. Lie face down on a hyperextension bench, with your hips resting on the pad and your feet securely anchored under the footpads.

2. Cross your hands over your chest or place them behind your head, whichever is more comfortable.

3. Engage your core muscles and slowly lift your upper body off the bench, making sure to keep your back straight and aligned with your neck and hips.

4. Continue lifting until your body forms a straight line from your hips to your head, making sure not to hyperextend your lower back.

5. Hold this position for a brief moment, and then slowly lower your upper body back down to the starting position.",04881301-Hyperextension-(on-bench)_Waist_180.webp,
489,Hyperextension,Strength,Waist,Body weight,Male,Erector Spinae,"Gluteus Maximus, Hamstrings","1. Lie face down on the hyperextension bench with your hips resting comfortably on the cushion and your feet securely locked underneath the footpads.

2. Cross your arms over your chest or place them behind your head, whichever is more comfortable for you.

3. Keeping your lower body steady, slowly lift your upper body off the bench until you reach a position where your body is in a straight line. This will engage the muscles in your lower back and glutes.

4. Hold this position for a moment, making sure to maintain good form and control throughout the movement.

5. Lower your upper body back down to the starting position in a controlled manner, without letting your body drop or sway.

6. Repeat the exercise for the desired number of repetitions, focusing on engaging the targeted muscles and maintaining proper form throughout.",04891301-Hyperextension_Waist-FIX_180.webp,04891201-Hyperextension_Hips-FIX_.mp4
491,Incline Leg Hip Raise (leg straight),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae","1. Lie down on an incline bench with your back supported and heels resting on the edge of the bench.

2. Extend your legs straight out in front of you, keeping them close together.

3. Place your hands alongside your body or grip the bench for stability.

4. Engage your core muscles and slowly lift your legs upward, maintaining a straight line from your feet to your hips.

5. Pause for a moment at the top, squeezing your glutes and engaging your hip flexors.

6. Lower your legs back down to the starting position with control, but do not let them touch the bench.

Remember to maintain proper form throughout the exercise, avoid arching your back, and focus on using your abdominal and hip muscles to perform the movement.",04911301-Incline-Leg-Hip-Raise-(leg-straight)_waist_180.webp,04911201-Incline-Leg-Hip-Raise-(leg-straight)_waist.mp4
494,Incline Reverse Grip Push-Up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Pectoralis Major Clavicular Head","1. Find an inclined surface such as a bench or step and position yourself facing downwards with your hands shoulder-width apart, palms facing up and fingers pointing towards your feet.

2. Make sure your body is straight from head to toe, with your feet together and resting on your toes.

3. Lower your body towards the inclined surface by bending your elbows, keeping them close to your sides.

4. Continue to lower your chest until it is close to the surface, while maintaining a controlled movement and keeping your core engaged.

5. Pause briefly at the bottom of the movement, and then exhale as you push yourself back up to the starting position by straightening your arms again.

6. Repeat the movement for the desired number of repetitions, and remember to keep your body in a straight line throughout the exercise, avoiding any arching or bending at the hips.",04941301-Incline-Reverse-Grip-Push-Up_chest_180.webp,
495,Incline Twisting Sit-up,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques","Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Rectus Abdominis, Sartorius","1. Lie down on an incline bench with your feet secured under the padded holders.

2. Cross your arms over your chest or place them behind your head, whichever is more comfortable.

3. Engage your core muscles and exhale as you slowly lift your upper body off the bench, using your abs to initiate the movement.

4. As you lift up, twist your torso to one side while keeping your lower body stable. Hold for a second and then return to the starting position.

5. Repeat the twisting motion, this time twisting to the opposite side, while maintaining control and using your abs to power the movement.

6. Continue alternating twists from side to side, focusing on keeping your core engaged and your movements controlled.",04951301-Incline-Twisting-Situp_waist_180.webp,04951201-Incline-Twisting-Sit-up_Waist_.mp4
499,Inverted Row,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head","1. Start by setting up a suspension trainer or a bar approximately waist height from the ground.

2. Stand facing the bar and grab it with an overhand grip, slightly wider than shoulder-width apart.

3. Lean back, keeping your body straight, until your arms are fully extended and you are hanging at an angle with your feet still touching the ground.

4. Engage your core and pull your chest up towards the bar, leading with your shoulder blades and squeezing your back muscles.

5. Pause for a moment at the top of the movement, making sure to keep your body in a straight line.

6. Slowly lower yourself back down to the starting position, maintaining control throughout the movement.",04991301-Inverted-Row_Back-FIX_180.webp,04991201-Inverted-Row_Back-FIX_.mp4
507,Jackknife Sit-Up,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae","1. Lie flat on your back on a comfortable surface, such as a yoga mat or exercise mat.

2. Bend your knees and keep your feet flat on the ground, hip-width apart.

3. Place your hands behind your head, interlacing your fingers gently.

4. Slowly curl your torso upwards, using your abs to lift your shoulders off the ground while keeping your lower back and feet on the floor.

5. Continue to raise your upper body until you are sitting upright, making sure to exhale as you crunch forward.

6. Pause for a moment at the top of the movement, then slowly lower yourself back down to the starting position, inhaling as you do so.",05071301-Jackknife-Sit-Up_waist_180.webp,
571,Lever Single Arm Neutral Grip Seated Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head","1. Sit down on the machine with your feet securely placed on the footrest, ensuring that your back is straight and your knees are slightly bent.

2. Grasp the neutral grip handlebar with only one hand, with your palm facing your body and your arm fully extended.

3. Engage your core and pull the handlebar towards your body, keeping your elbow close to your side and squeezing your shoulder blade.

4. Pause for a moment when the handlebar reaches your midsection, maintaining tension in your back muscles.

5. Slowly release the handlebar back to the starting position, ensuring that your arm is fully extended and your shoulder is not hunched forward.

6. Repeat the exercise with the other arm while maintaining proper form and control throughout the movement.

Remember to adjust the weight on the machine according to your level of strength and gradually increase it as you become more comfortable with the exercise.",05711301-Lever-Single-Arm-Neutral-Grip-Seated-Row-(plate-loaded)_Back-FIX_180.webp,05711201-Lever-Single-Arm-Neutral-Grip-Seated-Row-(plate-lo.mp4
575,Lever Bicep Curl,Strength,Upper Arms,Leverage machine,Male,Brachialis,Biceps Brachii,"1. Sit on a bench or chair with your back straight and feet flat on the floor.

2. Hold a dumbbell or barbell in each hand, palms facing up, and rest your upper arms on the lever pads of a bicep curl machine.

3. Initiate the movement by flexing your elbows, bringing the lever pads towards your shoulders while keeping your upper arms stationary.

4. Contract your biceps at the top of the movement, squeezing for a brief moment.

5. Slowly lower the lever pads back to the starting position, fully extending your arms.

6. Repeat the exercise for the desired number of repetitions to target your bicep muscles effectively.",05751301-Lever-Bicep-Curl_Upper-Arms_180.webp,05751201-Lever-Bicep-Curl_Upper-Arms_.mp4
576,Lever Chest Press (plate loaded),Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii","1. Begin by setting the desired weight load on the machine's weight stack.

2. Sit on the seat of the lever chest press machine with your back pressed firmly against the backrest and your feet firmly on the ground.

3. Place your hands on the handles of the machine, ensuring a comfortable and secure grip.

4. Inhale deeply and, as you exhale, push the handles forward by extending your arms fully, making sure to engage your chest muscles.

5. Pause for a brief moment at the fully extended position, being careful not to lock out your elbows.

6. Slowly reverse the movement by inhaling and bringing the handles back towards your body, allowing your chest muscles to relax and gradually return to the starting position.",05761301-Lever-Chest-Press-(plate-loaded)_Chest_180.webp,05761201-Lever-Chest-Press-(plate-loaded)_Chest-FIX_.mp4
577,Lever Chest Press,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii","1. Sit on the chest press machine with your feet firmly planted on the ground and your back resting against the backrest.

2. Grasp the handles of the machine, placing your hands slightly wider than shoulder-width apart.

3. Push the handles forward and away from your body, extending your arms fully. Keep your elbows slightly bent to prevent locking.

4. Slowly bring the handles back towards your body, controlling the movement and keeping your core engaged.

5. Repeat the movement for the desired number of repetitions, focusing on maintaining proper form throughout.",05771301-Lever-Chest-Press_Chest_180.webp,05771201-Lever-Chest-Press_Chest.mp4
578,Lever Deadlift (plate loaded),Strength,Thighs,Leverage machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus","1. Approach the lever deadlift machine and position yourself directly in front of it.

2. Adjust the height of the platform so that it aligns with your mid-shin level. This will allow for proper starting position and range of motion.

3. Step onto the platform, standing shoulder-width apart with your feet firmly planted on the ground.

4. Bend at the hips and knees, grasping the handles of the lever deadlift machine. Ensure that your grip is secure and comfortable.

5. Extend your legs and hips, driving through your feet to lift the lever deadlift machine off the platform. Keep your back straight and engage your core throughout the movement.

6. Once you have fully extended your hips and knees, pause briefly at the top before slowly lowering the machine back down to the starting position.

Remember to maintain proper form and technique throughout the exercise to prevent injury and maximize the benefits.",05781301-Lever-Deadlift-(plate-loaded)_Thighs_180.webp,05781201-Lever-Deadlift-(plate-loaded)_Thighs.mp4
579,Lever Front Pulldown,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers","1. Sit comfortably on the lever front pulldown machine with your feet flat on the ground and knees bent at a 90-degree angle.

2. Grasp the wide bar with an overhand grip, hands slightly wider than shoulder-width apart.

3. Keeping your back straight and your chest lifted, exhale as you pull the bar down towards your upper chest or the midpoint between your upper chest and collarbone.

4. Pause for a moment when the bar is at its lowest point, and squeeze your shoulder blades together.

5. Inhale as you slowly release the bar back to the starting position, extending your arms fully.

Remember to adjust the weight on the machine according to your fitness level and to consult with a professional trainer to ensure proper form and technique. Enjoy your workout!",05791301-Lever-Front-Pulldown_Back_180.webp,05791201-Lever-Front-Pulldown_Back.mp4
580,Lever Gripless Shrug,Strength,Back,Leverage machine,Male,Trapezius Upper Fibers,Trapezius Middle Fibers,"1. Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body.

2. Keep your arms straight and let the dumbbells hang naturally in front of your thighs.

3. Lift your shoulders as high as possible while keeping your arms straight, making sure to avoid any rotation or bending at the elbows.

4. Hold the contracted position for a brief pause, squeezing your shoulder blades together.

5. Slowly lower your shoulders back down to the starting position, maintaining control throughout the movement.",05801301-Lever-Gripless-Shrug_Back_180.webp,05801201-Lever-Gripless-Shrug_Back.mp4
581,Lever High Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head","1. Sit down on the Lever High Row machine and adjust the seat height so that the handles are positioned just below your shoulders.

2. Grasp the handles with an overhand grip and place your feet firmly on the footrests, ensuring a stable base.

3. Keeping your back straight and core engaged, pull the handles toward your chest by using your upper back muscles. Squeeze your shoulder blades together as you do this movement.

4. Pause for a brief moment at the peak of the contraction, making sure to keep your elbows pointed out to the sides.

5. Slowly straighten your arms and return to the starting position, allowing your upper back muscles to stretch.

6. Repeat the exercise for the desired number of repetitions, maintaining a controlled and steady pace throughout the movement.

Remember to adjust the weight load according to your fitness level and always prioritize maintaining proper form and technique.",05811301-Lever-High-Row-(plate-loaded)_Back_180.webp,05811201-Lever-High-Row-(plate-loaded)_Back.mp4
582,Lever Kneeling Leg Curl (plate loaded),Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Soleus","1. Start by adjusting the leg pad of the lever kneeling leg curl machine to an appropriate position. Make sure it aligns with your lower leg, just above your ankles.

2. Position yourself facing the machine and kneel on the seat with your knees resting against the pad. Your feet should be pointing straight forward and your upper body should be upright.

3. Place your hands on the handles provided on either side of the seat for stability and support.

4. Begin the exercise by flexing your knees, pulling the lever towards your buttocks with your lower legs. Keep your back straight and core engaged throughout the movement.

5. Pause briefly at the fully contracted position, squeezing your hamstrings. Ensure that your quadriceps are actively lengthening as your hamstrings contract.

6. Slowly return to the starting position by extending your lower legs, pushing the lever away until they are straight but not locked at the knee. This completes one repetition.

Remember to adjust the weight according to your fitness level and gradually increase it as you get stronger. Focus on maintaining proper form, controlling the movement, and feeling the contraction in your hamstrings throughout the exercise.",05821301-Lever-Kneeling-Leg-Curl-(plate-loaded)_Thighs_180.webp,05821201-Lever-Kneeling-Leg-Curl-(plate-loaded)_Thighs.mp4
584,Lever Lateral Raise,Strength,Shoulders,Leverage machine,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior","1. Start by standing upright with your feet shoulder-width apart and hold a dumbbell in each hand.

2. Keep your back straight and engage your core muscles.

3. Begin the exercise by lifting your arms out to the sides, maintaining a slight bend in your elbows. Imagine you are pushing on a lever, hence the name ""lever lateral raise.""

4. Continue raising your arms until they reach shoulder level, making sure to keep your palms facing downwards throughout the movement.

5. Pause briefly at the top, squeezing your shoulder muscles, and then slowly lower your arms back to the starting position.",05841301-Lever-Lateral-Raise_shoulder_180.webp,05841201-Lever-Lateral-Raise_shoulder.mp4
585,Lever Leg Extension,Strength,Thighs,Leverage machine,Male,Quadriceps,,"1. Sit on the lever leg extension machine with your back against the backrest and your feet flat on the footrest.

2. Adjust the top portion of the machine so that it rests against your thighs, just above your knees.

3. Grasp the side handles of the machine for stability and balance.

4. Slowly extend your legs by pushing against the footrest until your legs are fully extended.

5. Hold the extended position for a moment and then slowly flex your legs to return to the starting position.

Remember to always maintain a controlled motion throughout the exercise to avoid any jerking or quick movements.",05851301-Lever-Leg-Extension_Thighs_180.webp,05851201-Lever-Leg-Extension_Thighs.mp4
586,Lever Lying Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Soleus","1. Lie face down on the leg curl machine bench with your knees at the edge and your ankles secured under the padded lever.

2. Place your hands on the hand grips provided for stability and support.

3. Slowly curl your legs up towards your glutes by contracting your hamstring muscles. Make sure to keep your torso flat on the bench throughout the movement.

4. Pause momentarily at the top of the movement and squeeze your hamstrings.

5. Slowly lower your legs back to the starting position while maintaining control and tension in the hamstrings.

6. Continue to repeat the exercise, focusing on the contraction and controlled movement of the leg curl.",05861301-Lever-Lying-Leg-Curl_Thighs_180.webp,05861201-Lever-Lying-Leg-Curl_Thighs-FIX_.mp4
587,Lever Military Press (plate loaded),Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii","1. Begin by sitting on the Lever Military Press machine and adjust the seat height and backrest position to ensure proper alignment with your body.

2. Place your feet flat on the floor and grasp the handles of the machine with an overhand grip, slightly wider than shoulder-width apart.

3. Keeping your back straight and core engaged, exhale and push the handles upward by extending your arms fully. Pause for a brief moment at the top, making sure not to lock out your elbows.

4. In a controlled manner, lower the handles back down to the starting position, inhaling as you do so.

5. Repeat the exercise for the desired number of repetitions, focusing on maintaining proper form and utilizing your upper body strength to execute the movement effectively.",05871301-Lever-Military-Press-(plate-loaded)_shoulder_180.webp,05871201-Lever-Military-Press-(plate-loaded)_shoulder.mp4
588,Lever Neutral Grip Seated Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head","1. Sit down on the seated row machine with your back straight and feet firmly planted on the footrests.

2. Grab the handles, or grips, with a neutral grip (palms facing each other).

3. Keep your elbows slightly bent and pull the handles towards your lower chest, squeezing your shoulder blades together as you do so.

4. Hold the contraction for a moment, feeling the tension in your back muscles.

5. Slowly extend your arms back to the starting position, keeping your back straight and controlled.

Remember to adjust the weight of the machine according to your comfort level and always maintain proper form throughout the exercise.",05881301-Lever-Neutral-Grip-Seated-Row-(plate-loaded)_Back-FIX_180.webp,05881201-Lever-Neutral-Grip-Seated-Row-(plate-loaded)_Back-.mp4
591,Lever Overhand Triceps Dip,Strength,Upper Arms,Leverage machine,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","1. Begin by grasping the handles of the dip machine, making sure your palms are facing downwards.

2. Step forward, placing your feet on the platform in front of you, and straighten your arms to lift your body off the ground.

3. Keeping your torso upright and your elbows close to your body, slowly lower yourself down by bending your elbows until your upper arms are parallel to the ground.

4. Pause for a moment at the bottom, and then push yourself back up to the starting position by extending your elbows and using your triceps to lift your body.

5. Repeat the movement for the desired number of repetitions, ensuring that your elbows remain slightly bent at the top to keep tension on the triceps throughout the exercise.",05911301-Lever-Overhand-Triceps-Dip_Upper-Arms_180.webp,
592,Lever Preacher Curl,Strength,Upper Arms,Leverage machine,Male,Brachialis,"Biceps Brachii, Brachioradialis","1. Sit down on a preacher curl bench and position yourself so that your armpits rest comfortably on the padding.

2. Grab the lever handles with an underhand grip, keeping your hands shoulder-width apart.

3. Extend your arms fully and ensure that your elbows are locked in position.

4. Keeping your upper arms stationary, exhale as you curl the lever handles upwards towards your shoulders.

5. Pause for a brief moment at the top of the contraction, squeezing your biceps.

6. In a controlled manner, lower the lever handles back to the starting position without letting your elbows move forward.",05921301-Lever-Preacher-Curl_Upper-Arms-FIX_180.webp,05921201-Lever-Preacher-Curl_Upper-Arms-FIX_.mp4
594,Lever Seated Calf Raise (plate loaded),Strength,Calves,Leverage machine,Male,Soleus,Gastrocnemius,"1. Sit on the seated calf raise machine with your upper legs secured under the leg pad and your feet resting on the padded foot platform.

2. Adjust the weighted plates to an appropriate starting weight for your fitness level and desired intensity.

3. Place the balls of your feet on the edge of the foot platform, allowing your heels to hang off.

4. Grasp the handles on either side of the seat for support and stability.

5. Slowly raise your heels by extending your ankles, pushing against the resistance of the weighted plates.

6. Pause for a moment at the top of the movement, feeling a contraction in your calf muscles.

7. Slowly lower your heels back to the starting position, allowing your calves to stretch and elongate.

8. Repeat the movement for the desired number of repetitions, maintaining control throughout the exercise.",05941301-Lever-Seated-Calf-Raise-(plate-loaded)_Calf_180.webp,05941201-Lever-Seated-Calf-Raise-(plate-loaded).mp4
595,Lever Seated Crunch (chest pad),Strength,Waist,Leverage machine,Male,Rectus Abdominis,Obliques,"1. Adjust the chest pad: Start by positioning yourself on the lever seated crunch machine and adjust the chest pad to a comfortable height. Make sure the pad is resting against your chest just below your collarbone.

2. Position your feet: Place your feet on the footrest or platform, ensuring that they are secure and stable. Keep your knees bent at a 90-degree angle and maintain a neutral spine.

3. Engage your abdominal muscles: Slowly lean back while keeping your upper body straight and chest lifted. As you lean back, contract your abdominal muscles by pulling your belly button towards your spine.

4. Perform the crunch: Once you are in a comfortable position, initiate the movement by flexing your abdominals and bringing your upper body forward towards your thighs. Keep your chest out and avoid rounding your shoulders. Focus on using your abdominal muscles to control the movement.

5. Slowly return to the starting position: Exhale as you complete the crunch and slowly lower your upper body back to the starting position. Maintain control throughout the movement and do not let your body drop or collapse.

6. Repeat the movement: To complete the exercise, continue performing the crunches for the desired number of repetitions specified by your workout plan or instructor. Maintain proper form and engage your core muscles throughout the entire exercise.",05951301-Lever-Seated-Crunch-(chest-pad)_Waist_180.webp,05951201-Lever-Seated-Crunch-(chest-pad).mp4
596,Lever Seated Fly,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Pectoralis Major Clavicular Head, Serratus Anterior","1. Start by sitting on the lever seated fly machine and adjusting the seat height and distance according to your comfort level.

2. Hold the handles of the machine with your palms facing each other and maintaining a slight bend in your elbows.

3. Keep your back straight and chest lifted as you engage your core muscles.

4. Inhale as you slowly push the handles forward, bringing them together in front of your body. Focus on squeezing your chest muscles during this movement.

5. Exhale as you slowly return to the starting position, maintaining control and keeping your chest muscles engaged throughout the exercise.

Remember to start with a lighter weight and gradually increase as your strength improves. Also, make sure to consult with a fitness professional or trainer to ensure proper form and technique.",05961301-Lever-Seated-Fly_Chest_180.webp,05961201-Lever-Seated-Fly_Chest-FIX_.mp4
597,Lever Seated Hip Abduction,Strength,Hips,Leverage machine,Male,"Gluteus Maximus, Gluteus Medius",Tensor Fasciae Latae,"1. Sit on the machine with your back against the backrest and place both feet on the footrests.

2. Adjust the machine so that your knees are at a 90-degree angle.

3. Engage your core and maintain a tall posture throughout the exercise.

4. Push against the footrests and slowly open your legs outwards, away from each other, while keeping your knees slightly bent.

5. Pause for a moment when you feel a stretch in your hip muscles.

6. Slowly return your legs back to the starting position, maintaining control and avoiding any jerky movements.

Remember to start with a weight that is suitable for your fitness level and gradually increase the resistance as you progress.",05971301-Lever-Seated-Hip-Abduction_Hips-FIX_180.webp,05971201-Lever-Seated-Hip-Abduction_Hips-FIX_.mp4
598,Lever Seated Hip Adduction,Strength,Thighs,Leverage machine,Male,"Adductor Longus, Adductor Magnus","Adductor Brevis, Gracilis","1. As an AI language model, I can provide you with a description of the exercise 'Lever Seated Hip Adduction' in a few steps. Please note that it is important to consult with a fitness professional before attempting any new exercise.

2. Sit upright on the Lever Seated Hip Adduction machine with your back firmly against the backrest and your feet flat on the foot pedals.

3. Place your thighs against the padded thigh support, ensuring that your knees are in line with the machine's pivot point.

4. Grasp the handles on the sides of the machine for stability.

5. Slowly and controlled, press your thighs together while keeping your feet and knees in contact with the foot pedals and thigh support, respectively.

6. Pause for a second as your thighs are fully adducted (pressed together), feeling the contraction in your hip muscles.

7. Gradually release the tension and return to the starting position, allowing your thighs to open up once again.

Remember, when performing any exercise, it is essential to use proper form, start with a weight and resistance level suitable for your fitness level, and pay attention to your body's signals to avoid any injury.",05981301-Lever-Seated-Hip-Adduction_Hips-FIX_180.webp,05981201-Lever-Seated-Hip-Adduction_Thighs.mp4
599,Lever Seated Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Sartorius","1. Sit on the leg curl machine with your back against the seat, and adjust the chest pad so that it comfortably rests on your upper thighs.

2. Place your lower legs under the padded lever, positioning it just above your ankles. Your feet should be flexed.

3. Grasp the handles on both sides of the machine for stability, ensuring your body is in a seated position with your knees slightly bent.

4. Slowly extend your legs, pushing against the lever, while exhaling. Keep your upper body stationary throughout the movement.

5. Hold the fully extended position for a moment, focusing on contracting your hamstrings.

6. Inhale as you slowly contract your hamstrings to flex your knees and bring your lower legs back towards your upper thighs, returning to the starting position.

Repeat these steps for the desired number of repetitions.",05991301-Lever-Seated-Leg-Curl_Thighs-FIX_180.webp,05991201-Lever-Seated-Leg-Curl_Thighs-FIX_.mp4
602,Lever Seated Reverse Fly,Strength,Shoulders,Leverage machine,Male,Deltoid Posterior,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers","1. Sit on the edge of a bench with your feet flat on the floor, maintaining an upright posture.

2. Hold a pair of dumbbells in each hand with an overhand grip (palms facing downward) and let your arms hang straight down, parallel to your body.

3. Keeping your elbows slightly bent, exhale and slowly raise your arms out to the sides until they are parallel to the floor. Your shoulder blades should squeeze together during this movement.

4. Pause at the top of the movement, then inhale and slowly lower the dumbbells back down to the starting position, maintaining control.

5. Repeat the exercise for the desired number of repetitions, focusing on engaging your back muscles and maintaining proper form throughout.",06021301-Lever-Seated-Reverse-Fly_Shoulders_180.webp,06021201-Lever-Seated-Reverse-Fly_Shoulders.mp4
604,Lever Shrug (plate loaded),Strength,Back,Leverage machine,Male,Trapezius Upper Fibers,"Levator Scapulae, Trapezius Middle Fibers","1. Stand in front of the lever shrug machine, ensuring that the plates are loaded onto the lever arm.

2. Step forward and grasp the handles with an overhand grip, making sure your hands are slightly wider than shoulder-width apart.

3. Keeping your legs slightly bent, straighten your torso and lift the loaded lever arm by extending your hips and knees. This will bring the weight up to a starting position just above your knees.

4. Once the weight is lifted, proceed to shrug your shoulders upward as high and as far back as possible, squeezing your shoulder blades together at the top of the movement.

5. Hold this position for a brief pause to maximize the contraction in your traps.

6. Slowly lower the weight back down to the starting position and repeat the exercise for the desired number of reps.",06041301-Lever-Shrug-(plate-loaded)_Back_180.webp,06041201-Lever-Shrug-(plate-loaded)_Back.mp4
605,Lever Standing Calf Raise,Strength,Calves,Leverage machine,Male,Gastrocnemius,Soleus,"1. Sit on the Lever Standing Calf Raise machine and adjust the seat height so that your knees are slightly bent and your feet are comfortably placed shoulder-width apart.

2. Place the balls of your feet on the foot platform, ensuring that your heels are hanging off the edge.

3. Grasp the handles on either side of the machine for support and stability.

4. Slowly lift your heels off the ground by extending your ankles and pushing through the balls of your feet.

5. Continue the upward movement until you feel a stretch in your calves, making sure to keep your legs straight throughout the exercise.

6. Hold the contraction at the top for a brief moment and then slowly lower your heels back down to the starting position.

(Note: Remember to adjust the weight according to your fitness level and gradually increase as you progress.)",06051301-Lever-Standing-Calf-Raise_Calf_180.webp,06051201-Lever-Standing-Calf-Raise_Calf-FIX_.mp4
606,Lever T bar Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head","1. Begin by positioning yourself in front of the lever T bar row machine with your feet shoulder-width apart, knees slightly bent, and your core engaged.

2. Grasp the handles of the lever T bar with an overhand grip, making sure your hands are shoulder-width apart.

3. Keeping your back straight and your chest lifted, exhale and pull the lever towards your upper abdomen, while simultaneously squeezing your shoulder blades together.

4. Pause for a brief moment at the top of the movement, focusing on contracting your back muscles.

5. Inhale as you slowly return the lever to the starting position, gradually extending your arms until they are fully extended.

6. Repeat the exercise for the desired number of repetitions, while maintaining proper form and control throughout the entire movement.

Remember to adjust the weight plates on the machine according to your comfort level and gradually increase the resistance as you become stronger.",06061301-Lever-T-bar-Row-(plate-loaded)_Back-AFIX_180.webp,06061201-Lever-T-bar-Row-(plate-loaded)_Back.mp4
607,Lever Triceps Extension,Strength,Upper Arms,Leverage machine,Male,Triceps Brachii,,"1. Start by sitting on a bench facing away from the lever machine. Adjust the seat height so that the lever is at shoulder level.

2. Grasp the handles of the lever machine with an overhand grip, making sure your palms are facing downward. Your upper arms should be parallel to the floor and your elbows should be bent.

3. Keeping your upper arms stationary, exhale and extend your forearms by straightening your elbows. Focus on squeezing your triceps at the top of the movement. Hold this position briefly, emphasizing the contraction.

4. Inhale and slowly lower the lever back to the starting position, allowing your elbows to bend and your forearms to return to the initial position. Avoid locking your elbows as you return to the starting point.

5. Repeat the movement for the desired number of repetitions, focusing on maintaining proper form and control throughout the exercise.

Note: It is important to consult with a fitness professional or trainer before starting any new exercise program to ensure proper technique and to determine if the exercise is appropriate for your individual fitness level.",06071301-Lever-Triceps-Extension_Upper-Arms_180.webp,06071201-Lever-Triceps-Extension_Upper-Arms.mp4
