ID,Name,Name_es,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
2782,Shoulder - Transverse Adduction - Articulations,,Stretching,Shoulders,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
2783,Shoulder - Transverse Extension - Articulations,,Stretching,Shoulders,Body weight,Male,"Deltoid Posterior , Infraspinatus, Latissimus Dorsi, Teres Minor ",
2784,Shoulder - Transverse Flexion - Articulations,,Stretching,Shoulders,Body weight,Male,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
2785,Spine (Lumbar) - Extension - Articulations,,Stretching,Hips,Body weight,Male,"Erector Spinae, Trapezius Lower Fibers",
2786,Spine (Lumbar) - Flexion - Articulations,,Stretching,Hips,Body weight,Male,"Obliques, Rectus Abdominis",
2787,Spine (Lumbar) - Lateral Flexion - Articulations,,Stretching,Hips,Body weight,Male,"Iliopsoas, Obliques",
2788,Spine (Lumbar) - Rotation - Articulations,,Stretching,Hips,Body weight,Male,"Iliopsoas, Obliques",
2789,Wrist - Adduction - Articulations,,Stretching,Forearms,Body weight,Male,Wrist Flexors,
2790,Wrist - Extension - Articulations,,Stretching,Forearms,Body weight,Male,Wrist Extensors,
2791,Wrist - Flexion - Articulations,,Stretching,Forearms,Body weight,Male,Wrist Flexors,
2795,Dumbbell Step-up Lunge,,Strength,Thighs,Dumbbell,Male,,
2797,Barbell Squat Jump Step Rear Lunge,,Aerobic,Thighs,Barbell,Male,,
2799,Barbell Sitted Alternate Leg Raise,,Strength,Waist,Barbell,Male,,
2802,Twisted Leg Raise,,Strength,Waist,Body weight,Male,,
2804,Dumbbell Supported Squat,,Strength,Thighs,Dumbbell,Male,,
2806,Dumbbell Single Leg Deadlift with Stepbox Support,,Strength,Hips,Dumbbell,Male,,
2807,Dumbbell Sumo Pull Through,,Strength,Hips,Dumbbell,Male,,
2809,Barbell Split Squat (VERSION 2),,Strength,Hips,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2811,Barbell Leg Twist Press,,Strength,Waist,Barbell,Male,,
2812,Dumbbell Step-up Split Squat,,Strength,Thighs,Dumbbell,Male,,
2814,One Arm Twisted Clean and Press,,Strength,Weightlifting,Barbell,Male,,
2815,V-Up Down (with Stability ball),,Strength,Waist,Stability ball,Male,,
2828,Battling Ropes Side Raise,,Aerobic,Plyometrics,Rope,Male,,
2831,Pike Push-up (on Bench),,Strength,Chest,Body weight,Male,,
2834,Suspender Weighted Inverted Row,,Strength,Back,Suspension,Male,,
2887,Cable Hanging Leg Raise,,Strength,Waist,Cable,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae"
2900,EZ-Barbell Standing Preacher Curl,,Strength,Upper Arms,EZ Barbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
2901,Power Sled Biceps Curl,,Strength,Upper Arms,Power Sled,Male,,
2902,Power Sled Rear Lunge Row,,Strength,Back,Power Sled,Male,,
2903,Power Sled Rear Lunge,,Strength,Hips,Power Sled,Male,,
2904,Power Sled Rear Batwing,,Strength,Thighs,Power Sled,Male,,
2905,Power Sled Rear Fly,,Strength,Shoulders,Power Sled,Male,,
2906,Power Sled Rear Drag,,Strength,Thighs,Power Sled,Male,,
2907,Power Sled Backward Push,,Strength,Thighs,Power Sled,Male,,
2908,Power Sled Anti-Rotation Forward Walk,,Aerobic,Hips,Power Sled,Male,,
2909,Power Sled High Pull,,Strength,Shoulders,Power Sled,Male,,
2910,Dumbbell Suitcase Carry,,Strength,Thighs,Dumbbell,Male,,
2911,Dumbbell High Low Carry,,Strength,Thighs,Dumbbell,Male,,
2912,Trap Bar Farmers Carry,,Strength,Thighs,Trap bar,Male,,
2913,Dumbbell Overhead Carry,,Strength,Thighs,Dumbbell,Male,,
2914,Barbell Overhead Carry,,Strength,Thighs,Barbell,Male,,
2915,Barbell Zercher Carry,,Strength,Thighs,Barbell,Male,,
2916,Kettlebell Goblet Carry,,Strength,Thighs,Kettlebell,Male,,
2917,Dumbbell Farmers Carry,,Strength,Thighs,Dumbbell,Male,,
2918,Barbell Suitcase Carry,,Strength,Thighs,Barbell,Male,,
2919,Smith Hex Press,,Strength,Chest,Smith machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
2921,Pike Push up,,Strength,Chest,Body weight,Male,Deltoid Anterior,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Triceps Brachii"
2922,Bodyweight Standing Biceps Curl,,Strength,Upper Arms,Body weight,Male,,
2924,Cable Side Lying Lateral Raise,,Strength,Shoulders,Cable,Male,,
2925,Dumbbell Single Leg Step Up,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2926,X Band Side Walk,,Aerobic,Thighs,Band,Male,,
2927,Kettlebell Kneeling One Arm Bottoms Up Press,,Strength,Shoulders,Kettlebell,Male,,
2928,Barbell Overhead Shrug,,Strength,Back,Barbell,Male,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers"
2929,Kneeling Battling Ropes,,Strength,Plyometrics,Rope,Male,,
2930,Resistance Band Pullapart (Supination at 90 Degrees),,Strength,Back,Resistance Band,Male,,
2931,Shoulder Flexion Back to Wall,,Strength,Back,Body weight,Male,,
2932,Kettlebell Kneeling One Arm Shoulder Press,,Strength,Shoulders,Kettlebell,Male,,
2933,Rear Lunge with Battling Ropes,,Strength,Plyometrics,Rope,Male,,
2934,Kettlebell Half Kneeling Shoulder Press,,Strength,Shoulders,Kettlebell,Male,,
2935,Half Kneeling PVC Pec Mobilization Stretch,,Stretching,Chest,Stick,Male,,
2936,Rocking Ankle Stretch,,Stretching,Calves,Body weight,Male,,
2938,Band Upper Body Resistance Dead Bug,,Strength,Waist,Band,Male,,
2939,Kettlebell Around Head Rotation,,Strength,Shoulders,Kettlebell,Male,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ","Infraspinatus, Pectoralis Major Clavicular Head, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers, Trapezius Upper Fibers"
2940,Prone Single Arm Trap Raise,,Strength,Back,Body weight,Male,,
2941,Forearm Wall Slide,,Strength,Back,Body weight,Male,,
2942,Kettlebell Angled Press,,Strength,Back,Kettlebell,Male,"Deltoid Anterior, Serratus Anterior, Trapezius Upper Fibers ","Pectoralis Major Clavicular Head, Triceps Brachii"
2943,Resistance Band Spider Crawls,,Strength,Back,Resistance Band,Male,,
2944,Seal Push up,,Stretching,Back,Body weight,Male,,
2945,Scapular Slide Back to Wall,,Strength,Back,Body weight,Male,"Serratus Anterior, Trapezius Upper Fibers ",Deltoid Posterior
2946,Single Arm Scapula Push up,,Strength,Back,Body weight,Male,,
2947,Roll Anterior Calf Foam Rolling,,Stretching,Calves,Roll,Male,,
2948,Roll Pec Foam Rolling,,Stretching,Chest,Roll,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
2949,Roll Lat Foam Rolling,,Stretching,Back,Roll,Male,Latissimus Dorsi,
2950,Lever Belt Squat,,Strength,Thighs,Leverage machine,Male,,
2951,Lever Horizontal Leg Press,,Strength,Thighs,Leverage machine,Male,,
2956,Dumbbell Goblet Split Squat Front Foot Elevanted,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2957,Dumbbell Split Squat Front Foot Elevanted,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2960,Dumbbell Split Squat,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2961,Plank Push-Up Row,,,"Back, Chest",Dumbbell,Male,,
2962,Lever Seated Hammer grip Shoulder Press,,Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Sternal Head, Serratus Anterior, Triceps Brachii"
2963,Captains Chair Straight Leg Raise,,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius"
2964,Barbell Glute Bridge (hands on bar),,Strength,Hips,Barbell,Male,,
2966,Dumbbell Front Squat,,Strength,"Hips, Thighs",Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2968,Dumbbell Thruster,,Strength,"Hips, Shoulders, Thighs",Dumbbell,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Soleus, Triceps Brachii"
2970,Band Thruster,,Strength,"Hips, Shoulders, Thighs",Band,Male,,
2972,Side Lunge,,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
2974,Lever One Arm Chest Press (plate loaded),,Strength,Chest,Leverage machine,Male,,
2976,Landmine Squat and Press,,Strength,"Shoulders, Thighs",Leverage machine,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps",
2978,Elbow Up and Down Dynamic Plank,,Strength,"Chest, Upper Arms",Body weight,Male,"Rectus Abdominis, Triceps Brachii","Deltoid Anterior, Iliopsoas, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Tensor Fasciae Latae"
2980,Dumbbell Renegade Row,,Strength,"Back, Waist",Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
2982,Dumbbell Alternating Floor Press,,Strength,Chest,Dumbbell,Male,,
2984,Pistol Squat to Box,,Strength,Thighs,Body weight,Male,,
2986,Weighted Hammer Grip Pull-up on Dip Cage,,Strength,Back,Weighted,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
2987,Weighted Close Grip Chin-up on Dip Cage,,Strength,Back,Weighted,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
2989,Squat mobility Complex,,Stretching,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Sartorius, Soleus"
2990,Barbell Walk Calves Activation,,Aerobic,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Gastrocnemius, Sartorius, Soleus"
2991,Rollball Seated Single Leg Shoulder Flexor Depresor Retractor,,Stretching,Chest,Rollball,Male,,
2993,Kettlebell Goblet Squat Mobility,,Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus"
2996,Band Single Arm Shoulder Press,,Strength,Shoulders,Band,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
2997,Band Assisted Pull-Up (VERSION 3),,Strength,Back,Band,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Levator Scapulae, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
2998,Seated Ankle Stretch,,Stretching,Calves,Body weight,Male,Tibialis Anterior,
2999,Resistance Band Standing Back Achilles Stretch,,Stretching,Calves,Resistance Band,Male,"Gastrocnemius, Soleus, Tibialis Anterior",
3000,Resistance Band Standing Forward Achilles Stretch,,Stretching,Calves,Resistance Band,Male,"Gastrocnemius, Soleus",
3001,Squats - Knee Position,,Strength,Thighs,Body weight,Male,,
3002,Single Arm Push-up (on knees),,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
3004,Briskly Walking,,Aerobic,Cardio,Body weight,Male,,
3006,Resistance Band Seated Hip Abduction,,Strength,Hips,Resistance Band,Male,Gluteus Medius,Tensor Fasciae Latae
3007,Resistance Band Leg Extension,,Strength,Thighs,Resistance Band,Male,Quadriceps,Sartorius
3010,EZ Bar Lying Bent Arms Pullover,,Strength,Back,EZ Barbell,Male,Latissimus Dorsi,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii"
3011,Incline Scapula Push up,,Strength,Chest,Body weight,Male,Serratus Anterior,
3012,Scapula Dips,,Strength,Back,Body weight,Male,Levator Scapulae,"Serratus Anterior, Trapezius Upper Fibers"
3013,Low Glute Bridge on floor,,Strength,Hips,Body weight,Male,Gluteus Maximus,
3016,Curl-up,,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
3017,Barbell Pendlay Row,,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3019,Bench Pull-ups,,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3021,Scapula Push-up,,Strength,Chest,Body weight,Male,Serratus Anterior,Trapezius Middle Fibers
3030,Barbell Split Squat,,Strength,"Hips, Thighs",Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3034,Bent Leg Kickback (kneeling) (male),,Strength,Hips,Body weight,Male,Gluteus Maximus,
3035,Bent Leg Side Kick (kneeling) (male),,Strength,Hips,Body weight,Male,Gluteus Medius,Tensor Fasciae Latae
3037,Butt Kicks (male),,Aerobic,Cardio,Body weight,Male,,
3048,Cable hip abduction (version 2) (male),,Strength,Hips,Cable,Male,Gluteus Medius,Tensor Fasciae Latae
3086,Elbow To Knee Twists (male),,Aerobic,Cardio,Body weight,Male,,
3088,Frog Hops (male),,Aerobic,Cardio,Body weight,Male,,
3091,High Knee Skips (male),,Aerobic,Cardio,Body weight,Male,,
3092,High Knee Squat (male),,Aerobic,Cardio,Body weight,Male,,
3094,Jumping Jack (male),,Aerobic,Cardio,Body weight,Male,,
3095,Lateral Bound (male),,Aerobic,Cardio,Body weight,Male,,
3108,Plyo Jacks (male),,Aerobic,Cardio,Body weight,Male,,
3109,Skater (male),,Aerobic,Cardio,Body weight,Male,,
3110,Smith Hip Thrust,,Strength,Hips,Smith machine,Male,Gluteus Maximus,"Hamstrings, Quadriceps"
3114,Straight Leg Kickback (kneeling) (male),,Strength,Hips,Body weight,Male,Gluteus Maximus,Hamstrings
3116,Band Fixed Back Underhand Pulldown,,Strength,Back,Band,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Levator Scapulae, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3117,Band Fixed Back Close Grip Pulldown,,Strength,Back,Band,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Deltoid Posterior, Infraspinatus, Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3119,Potty Squat,,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
3122,Resistance Band Seated Shoulder Press,,Strength,Shoulders,Resistance Band,Male,,
3123,Resistance Band Seated Biceps Curl,,Strength,Upper Arms,Resistance Band,Male,,
3124,Resistance Band Seated Chest Press,,Strength,Chest,Resistance Band,Male,,
3125,Resistance Band Foot External Rotation,,Strength,Calves,Resistance Band,Male,,
3126,Resistance Band Foot Plantar Flexion,,Strength,Calves,Resistance Band,Male,,
3127,Resistance Band Foot Eversion,,Strength,Calves,Resistance Band,Male,,
3128,Resistance Band Foot Inversion,,Strength,Calves,Resistance Band,Male,,
3129,Scapula Retraction Protraction,,Stretching,Back,Body weight,Male,,
3130,Scapula Elevation Depression,,Stretching,Back,Body weight,Male,,
3132,Potty Squat with Support,,Strength,Hips,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3142,Smith Sumo Squat,,Strength,Hips,Smith machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
3144,Resistance Band Seated Straight Back Row,,Strength,Back,Resistance Band,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3145,Push-Up Plus,,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior","Deltoid Anterior, Trapezius Middle Fibers, Triceps Brachii"
3147,Pelvic Tilt,,Strength,Waist,Body weight,Male,"Gluteus Maximus, Rectus Abdominis","Hamstrings, Iliopsoas"
3149,Chin Tuck,,Strength,Neck,Body weight,Male,,
3150,Assisted Chin Tuck,,Strength,Neck,Assisted,Male,,
3153,Side Kick Burpee,,Aerobic,Plyometrics,Body weight,Male,,
3156,Bodyweight Standing Close-grip One Arm Row,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3158,Bodyweight Standing Close-grip Row,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3161,Bodyweight Standing One Arm Row (with towel),,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3162,Bodyweight Standing One Arm Row,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3165,Bodyweight Standing Row (with towel),,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3166,Bodyweight Standing Row,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3167,Bodyweight Squatting Row (with towel),,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3168,Bodyweight Squatting Row,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3171,Right Hook. Boxing,,Aerobic,Plyometrics,Body weight,Male,,
3172,Deadlift - Start pose,,,Hips,Body weight,Male,,
3173,Sumo Deadlift - End pose,,,Hips,Body weight,Male,,
3174,Barbell Bench Press (knees at 90 degrees),,Strength,Chest,Barbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3175,Dumbbell Fly (knees at 90 degrees),,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior"
3176,Dumbbell Straight Arm Pullover (knees at 90 degrees),,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major"
3183,Barbell Hang Clean Below the Knees (VERSION 2),,Strength,Weightlifting,Barbell,Male,,
3184,Barbell Squat (with hanging band technique),,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3185,Barbell Bench Press (with hanging band technique),,Strength,Chest,Barbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3186,Barbell Military Press (with hanging band technique),,Strength,Shoulders,Barbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
3187,Kettlebell Goblet Squat Jump (female),,Aerobic,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus"
3188,Dumbbell Straight Arm Pullover (with hanging band technique),,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Teres Major"
3189,Body Fat Percentage (male),,,Full body,Body weight,Male,,
3190,Body Type (male),,,Full body,Body weight,Male,,
3193,Glute-Ham Raise,,Strength,Thighs,Body weight,Male,Hamstrings,"Gastrocnemius, Gluteus Maximus"
3194,Frankenstein squat,,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3195,Lever Lying Two-One Leg Curl,,Strength,Thighs,Leverage machine,Male,Hamstrings,Gastrocnemius
3196,Quick Feet Run,,Aerobic,Cardio,Body weight,Male,,
3197,Prancing,,Aerobic,Plyometrics,Body weight,Male,,
3198,ZigZag Hopes,,Aerobic,Plyometrics,Body weight,Male,,
3199,Skips,,Aerobic,Plyometrics,Body weight,Male,,
3200,Lever Bent-over Row with V-bar (plate loaded),,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3201,Quarter Sit-up,,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
3202,Half Sit-up (male),,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis",Obliques
3203,Prisoner Half Sit-up (male),,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Deltoid Anterior, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
3204,Arms Overhead Full Sit-up (male),,Stretching,"Back, Waist",Body weight,Male,"Erector Spinae, Iliopsoas, Rectus Abdominis","Latissimus Dorsi, Obliques, Teres Major"
3211,Kneeling Push-up (male),,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3212,Basic Toe Touch (male),,Stretching,"Hips, Waist",Body weight,Male,"Erector Spinae, Gluteus Maximus, Hamstrings, Rectus Abdominis","Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Obliques, Pectoralis Major Clavicular Head, Serratus Anterior, Soleus"
3213,Side-to-Side Toe Touch (male),,Stretching,Waist,Body weight,Male,,
3214,Arms Apart Circular Toe Touch (male),,Stretching,"Hips, Waist",Body weight,Male,,
3215,Hands Reversed Clasped Circular Toe Touch (male),,Stretching,"Hips, Waist",Body weight,Male,,
3216,Chest Tap Push-up (male),,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Brachialis, Brachioradialis, Deltoid Anterior, Triceps Brachii"
3217,Modified Hindu Push-up (male),,Stretching,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Rectus Abdominis",
3218,Hands Clasped Circular Toe Touch (male),,Stretching,"Hips, Waist",Body weight,Male,,
3219,Scissor Jumps (male),,Aerobic,Cardio,Body weight,Male,,
3220,Astride Jumps (male),,Aerobic,Cardio,Body weight,Male,,
3221,Half Knee Bends (male),,Aerobic,Cardio,Body weight,Male,,
3222,Semi squat Jump (male),,Aerobic,Cardio,Body weight,Male,,
3223,Star Jump (male),,Aerobic,Cardio,Body weight,Male,,
3224,Jack Jump (male),,Aerobic,Cardio,Body weight,Male,,
3231,Two Toe Touch (male),,Stretching,"Back, Waist",Body weight,Male,,
3232,Cable Standing Rear Delt Horizontal Row (with rope),,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3233,Cable Seated Supine-grip Row (male),,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
3234,Hyght Dumbbell Fly,,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
3235,Cable Assisted Inverse Leg Curl,,Strength,Thighs,Cable,Male,"Hamstrings, Quadriceps","Gastrocnemius, Gracilis, Popliteus, Sartorius"
3237,Landmine Lateral Raise,,Strength,Shoulders,Barbell,Male,Deltoid Lateral,"Deltoid Anterior, Deltoid Posterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3238,Kneeling plank (male),,Strength,Waist,Body weight,Male,Rectus Abdominis,"Deltoid Anterior, Gluteus Maximus, Iliopsoas, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Tensor Fasciae Latae"
3239,Kneeling Plank Tap Shoulder (male),,Strength,Waist,Body weight,Male,,
3240,Exercise Ball on the Wall Calf Raise (tennis ball between knees),,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus
3241,Exercise Ball on the Wall Calf Raise (tennis ball between ankles),,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus
3273,Bodybuilding pose male,,,,Body weight,Male,,
3276,Wide deadlift pose,,,Hips,Body weight,Male,,
3277,Arnold pose,,,,Body weight,Male,,
3281,Smith Full Squat,,Strength,Thighs,Smith machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3286,Weighted Muscle up,,Strength,Back,Weighted,Male,,
3287,Elbow dips,,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Sternal Head"
3288,Korean dips,,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Triceps Brachii"
3289,Impossible dips,,Strength,"Upper Arms, Waist",Body weight,Male,,
3290,Weighted One Hand Pull up,,Strength,Back,Weighted,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3291,Stalder Press,,Stretching,Upper Arms,Body weight,Male,,
3292,Elevator,,Strength,Back,Body weight,Male,,
3293,Archer Pull up,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
3294,Archer Push up,,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3295,Front Lever Reps,,Strength,"Back, Waist",Body weight,Male,,
3296,Front Lever,,Strength,Waist,Body weight,Male,Rectus Abdominis,"Biceps Brachii, Brachialis, Brachioradialis, Iliopsoas, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Tensor Fasciae Latae, Triceps Brachii"
3297,Back lever,,Strength,Back,Body weight,Male,"Erector Spinae, Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Deltoid Anterior, Deltoid Lateral, Deltoid Posterior, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
3298,Straddle planche,,Stretching,Waist,Body weight,Male,,
